Sentence	Predicted	Label
どきどきする！どんな高校生たちだろう！実習じゃないのに、先生みるとやたら背筋伸びる。	1	0
眼科変わっててすごくショック。好きだったのにーーーーー残念。	1	1
りんごのピアス出てきたーーーーー！！ってルンルンで学校いったけど、いろいろ忘れて家に戻るやつ。浮かれてる場合じゃなかった。	1	0
東京、宮崎よりあつい。むしむしする。	1	1
たくさん遊んだから今日から本気で勉強しよう。	1	0
お盆中大学って空いてるのかな(°_°)	1	1
今日、下関と門司港の花火大会か！いいないいなぁ?	1	1
こんな時間になぜか白玉作り始めて食べる。\nなんか今日は恐怖だらけだった。（笑）	1	1
追いつかない！どうしよう！3年間ぽけーっとしてたツケが回ってきた感じ。(°_°)英語も歴史もさようなら。	1	1
今週終わったら旅行だ！\n旅行の前にやらなきゃいけないこと沢山だ?(°_°)	1	0
あーーーーー。無理！	1	1
いのちのたびいのちのたび！！子どもたくさんいる！	1	0
ご飯食べて学校行こう行こうと思ってもうこの時間。ご飯食べてないけどとりあえず学校ゆく。今日も学校17時までなのかなー。	1	1
だれだ！いきなりバイトいけないとか言ったひと！土曜日9時半出勤の、1日になったじゃん。吐きそう。	1	1
風の音で起きた(°_°)家揺れてるびっくり。	1	1
はれてる！！シールもらわなきゃ！	1	2
あと半年のうちに、実習やって、職決めて、卒論書かんといかん。やること多いよー！もっと学生でいたいよー！！明日から9月だー(°_°)	1	1
久々に来た！とまとらーめん！	1	2
明日は絶対早起きする。	1	1
パソコン持ってこなかったわたしが馬鹿でしたーでも妹いてよかった（笑）パソコン借りに市内。	1	1
実習と試験終わったら髪の毛染める。染める染める染める。明日から早起きがんばろう。	1	1
高校生に負けじと、自転車降りずに美人坂登った。まだまだいける22。（笑）	1	0
いつも思うけど、日誌に特化した書きやすいボールペンが欲しい。（笑）	1	1
なんか、毛虫に刺されたかなんかで、左手全体に発疹。実習6回目にして初だわ(°_°)。毛虫注意。（笑）	1	1
明日もお昼まで実習だー。明日土曜日でゆっくり寝れると思ったのになぁ。	1	1
研究保育終わったー勉強になったー！園によっていろいろだなぁ。明日までがんばろ！	1	0
鹿児島行く人ってみんなこんな早くから行くの！(°_°)カップル多い！みんな早起きー！！(°_°)	1	1
伝統の8月踊り?！たのしい！！	1	0
パッションフルーツのジェラートおいしい！！！たねいり！！	1	1
長崎も暑かった?。物欲ありすぎて何か買ってしまいそう！	1	2
福山雅治結婚したの(°_°)(°_°)(°_°)！	1	1
テレビに速報出てきてびっくりした(°_°)！	1	1
誰か納豆チャーハン食べてるのかな。廊下が納豆くさい（笑）	1	1
四年目にして初屋台！たのしい！これで英語ができたら更にたのしいだろうなー！	1	1
大吉さんにあったーーーーーー！！！！うれしい！	1	1
びっくりしたー！！大吉さんめっちゃかっこよかった！！	1	1
え。ツタヤ図書館、延岡にもできる予定なの。(°_°)！	1	0
いい年した大人がなんだかな?	1	1
焼き鳥食べたい（；＿；）	1	1
卒論やる気満々だったのに、、	1	1
テッド2面白かった！からのすけさんのおでん。なぜか、すけさんのおでん食べると学祭を思い出す。学祭の季節だなぁ。	1	1
忘れた頃にやってくる恐怖。怖い。(°_°)	1	1
ただいま宮崎！妹に迎えに来てもらってるんだけど、遅い。大丈夫かな、こわいな、（笑）	1	0
あと残るは今週のキャンプと卒論。がんばろ?	1	1
アッシュ！アッシュ！^o^髪の毛染める?前髪切る?気分上げて明日のキャンプに臨む。卒論もかく。	1	0
風邪なのに異常にケーキ食べたくて買ったら、落とした。（笑）中身大丈夫でありますように。	1	1
久々にプロのオーケストラの演奏聴いてたら、フルート吹きたくなった！あんな綺麗な音出せたら気持ちいいだろうなぁ?なんて思いながらドア引きして、バイトおしまい！^o^バイトもして演奏も聴けるなんて今日は良い日！?	1	1
ねれないーーー。	1	1
福岡マラソン今日だったの?めっちゃ混んでる(°_°)！！	1	1
なんか変な夢見た?絶対昨日のサイレーンの影響（笑）さぁバイトがんばろ?	1	1
明日不安要素盛りだくさん。大丈夫かなー。	1	1
クリニークのリップ良かったな?お母さんが使わなかったらもらおっと。（笑）	1	0
でも、こんなに綺麗な星をカメラで撮って伝えられないのがザンネン。肉眼でみたらすっごく綺麗なのにな?	1	1
胃がムカムカする。食べすぎた?	1	1
なんで喧嘩するのかな?せっかくの旅行だったのにな?反省。	1	1
昨日買った洋服きたらテンション上がった！！あと靴とコートがあれば、、、、昨日の水色コートが頭から離れない（笑）	1	1
年賀状作り始めて１時間。まだ一枚もできてない。	1	1
毎年思うけど、あのぬいぐるみ欲しい?	1	1
宮崎気温20度?あつい！	1	1
バスにいるちっちゃい姉妹めっちゃかわいい（笑）バスのトイレの中で2人で熱唱してる（笑）	1	1
おなかへった。	1	1
2日間デル勤務?恒例のお腹痛くなる現象。でも今日明日でバイト終わりだから頑張らねば！	1	1
明日の司書やばい！(°_°)でもなんとかなる気がするのがいつもの悪いくせ！	1	1
毎日誰かと夜ごはん一緒に食べて、テレビを見てる！！福岡にいるのもあと1ヶ月切ったから、毎日楽しまなきゃ！\n今日も楽しかった?！	1	1
博多座！放浪記！博多座くると、4人でレミゼ観に行ったの思い出す。もうあれから3年とか早すぎ！	1	0
スケジュール帳見たらあと引っ越しまで日がないのに気づいて、泣きそうになった。テストなんてポイして毎日遊びたい！！！	1	1
誰か雪のなか、本城の先の方まで一緒に歩いてくれる人おらんかな?いないよな?。\n明日休講になればどうでも良いのだけど！	1	1
意外とポスター終わらない。(°_°)	1	1
クラス決まった?教科書開いて勉強しなきゃー。やること多い！不安！でもちょっと楽しみ！	1	0
美容室何ヶ月ぶりとかで、なんかおしゃれすぎるし、緊張する(°_°)！	1	1
いい色！	1	2
あしたが思いやられる。でも最後。成功しても失敗しても最後。さいご！！！！終われば本当の春休みが2週間だけ待ってる！！	1	1
卵雑炊が食べたい。明日はこの髪色で大丈夫か心配。明日で村の人に会うの最後かな?とか思ったら寂しいな?。	1	1
沖縄寒すぎる！！！(°_°)	1	1
おわらない?たいへんだ！！！！あと2時間で終わるのかこれは！	1	1
飲みに付き合ってくれる妹がいて今日1日楽しく終われましたとさ！さて明日がゆっくりできる最終日！なにしよう！	1	1
いよいよ明日から！がんばるぞー！	1	1
月9見れないとか辛い。なんで表も裏もサスペンスみたいなのやってんの(°_°)！	1	1
1日は早いのに、1週間は何故だか長い。まだ木曜日。あと、金土！！そしたらお休みがくる！！	1	1
やすみだー！！！！！	1	1
明日、しおり！明日、しおり！！早番だけどがんばる！！！	1	1
あと1週間！！！あと1週間で福岡?がんばろー！	1	0
園だより書けない！！！文章力ない?（；＿；）	1	1
あと3日！あとみっか！！！がんばれる！！！！	1	0
あと２日！！！がんばるがんばれる！福岡行く前に全部済ませる！！お便りも年間も月案も！！！	1	0
しゅわしゅわがのみたい?	1	1
一時間待ってもこない！！ガス会社なんなの！！急いで帰ってきたのに?時間守らないひときらい！！！\nなんか食べ物でも持ってきたら許そう。	1	1
この忙しさから抜け出せる日はいつかくるのかっていうくらい忙しい。がんばろがんばろがんばろ！！！！まだ火曜日！！！	1	1
ズーンときた本日！のみいきたい！おもいっきりのみたい！そんな衝動に駆られている社会人２日目。	1	1
イロイロザンネン。	1	1
今週はあと２日！さあ頑張ろう！	1	0
明日初めての土日休み！^o^	1	0
図書館来た?1日中いれそう！暇になったらここにこよっと。絵本借りて、保育園行く。	1	0
先生が優しすぎて涙が出る。頑張ろう。	1	0
今週参観日！！！がんばる！！とりあえず今日を乗り越える！	1	1
結構揺れた。	1	1
明日参観日、あしたさんかんび、アシタサンカンビ。	1	1
参観日。ほっとしたのもつかの間、地震警報がなって園庭に避難。なんか色々ずっしりきたー。	1	1
先生とお腹痛くなるくらい笑った！楽しかった?ちょっと頑張れそう！	1	1
反省の毎日！このやろーうと思う毎日！明日も子どもたちのためにがんばる！！！今週土日おやすみ！！	1	0
普通〇〇でしょ！って言われるの苦手。普通の基準は人それぞれです！！	1	1
今日中に仕事終わらせて明日はゆっくりすると決めてる！！！家じゃできないからタリーズに来た?がんばるぞ?	1	0
